VĂN PHÒNG HĐND VÀ UBND THỊ XÃ HOÀI NHƠN,,vnz000027913,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,13,,Số 06 đường 28/3,0359140338,,Trần Đinh,Chánh văn phòng,0914453187,0359140338,5070513
Ủy ban nhân dân xã Nghi Kiều,,vnz000027919,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,41,,Trụ sở UBND,02383,,Nguyễn Đức Kiên,Chủ tịch UBND,02383,02383,4033335
Trạm Khuyến nông quận Bình Thủy,,vnz000027893,Loại hình khác,,,,14/3/2023,Đang hoạt động,3,,KDC Ngân Thuận,02923887497,,Võ Thanh Hoàng,Trưởng trạm,0909998252,02923887497,8152103
UBND HUYỆN CẦU NGANG,,vnz000027911,,,,,14/3/2023,Đang hoạt động,59,,"Đường 3 Tháng 2, khóm Minh Thuận A",02943825017,,Nguyễn Văn Ngà,Chủ tịch,0918378554,0392332008,8171111
Phòng Dân tộc,,vnz000027925,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,41,,khối Tân Hồng,0989297789,,Trương Thị Vân Anh,Trưởng Phòng,0987181179,0989297789,4031367
CÔNG TY TNHH QUẢN LÝ ĐẦU TƯ VÀ TƯ VẤN KỸ THUẬT VIỆT NAM,VIETNAM INVESTMENT MANAGEMENT AND TECHNICAL CONSULTING COMPANY LIMITED,vn0110274701,Công ty trách nhiệm hữu hạn hai thành viên trở lên,2023-03-06 07:00:00,0110274701,VN,14/3/2023,Đang hoạt động,207,,Số 12A ngõ 2 Đường Liên Xã Thôn Hữu Lê,0784558386,,TRẦN TRUNG KIÊN ,Giám đốc,0784558386,0784558386,1012307
Xí nghiệp Tư vấn thiết kế II - Công ty Cổ phần Tư vấn Đầu tư và Xây dựng, ,vn3213000758,Công ty cổ phần,2005-09-13 07:00:00,0400349194-010,VN,14/3/2023,Đang hoạt động,5,,517 Trần Cao Vân,02363811861,,Phạm Thụy Anh, Giám đốc,0942017636,02363811861,5010301
BCHQS Tỉnh Bắc Giang - Ban chỉ huy quân sự huyện Lạng Giang,,vnz000027865,Loại hình khác,,,,14/3/2023,Đang hoạt động,100,9048574,Thôn Đầu Cầu,0978577800,,Hoàng Xuân Tuyến,Chỉ huy trưởng,0978577800,0978577800,2211121
CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI BẢO ANH 86,,vn3002232756,Công ty trách nhiệm hữu hạn một thành viên,2021-09-10 07:00:00,3002232756,VN,14/3/2023,Đang hoạt động,27,,Thôn Lộc Ân,0915963968,,TRẦN VĂN TRÌNH ,Giám đốc,0915963968,0915963968,4051377
CÔNG TY CỔ PHẦN APPE JV VIỆT NAM,APPE JV VIET NAM JOINT STOCK COMPANY,vn0700212539,Công ty cổ phần,2008-03-08 07:00:00,0700212539,VN,14/3/2023,Đang hoạt động,207,,"Km 50, Quốc lộ 1A",03513835990,,TRẦN THỊ TÁM ,Chủ tịch hội đồng quản trị,0989220258,0949589185,1110127
CÔNG TY CỔ PHẦN ĐẦU TƯ - PHÁT TRIỂN ĐÔ THỊ ÂN PHÚ,,vn4000440174,Công ty cổ phần,2006-04-07 07:00:00,4000440174,VN,14/3/2023,Đang hoạt động,207,,28 Phan Bội Châu,0911237997,,NGUYỄN QUỐC TRƯỜNG ,Tổng giám đốc,0911237997,0911237997,5030133
CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG HOÀNG LĨNH,,vn1602067814,Công ty trách nhiệm hữu hạn một thành viên,2018-03-30 07:00:00,1602067814,VN,14/3/2023,Đang hoạt động,207,Vn16020,"Số 443/5B Thoại Ngọc Hầu, Tổ 27, Khóm Đông Thịnh 3",0985877262,,ĐƯỜNG THỊ THÙY DUNG ,Giám đốc,0985877262,0985877262,8050115
BCHQS Tỉnh Bắc Giang - Ban chỉ huy quân sự huyện Lạng Giang,,vnz000027865,Loại hình khác,,,,14/3/2023,Đang hoạt động,100,9048574,Thôn Đầu Cầu,0978577800,,Hoàng Xuân Tuyến,Chỉ huy trưởng,0978577800,0978577800,2211121
TRƯỜNG MẦM NON NGHĨA HÒA,,vnz000027905,"Đơn vị hành chính, đơn vị sự nghiệp",2014-03-11 00:00:00,2400444370-067,VN,14/3/2023,Đang hoạt động,8,,Thôn Hạ,0354442578,,Nguyễn Văn Ninh,Hiệu Trưởng,0354442578,0354442578,2211105
Hợp tác xã nông nghiệp Quyết Thắng,,vnz000027904,Hợp tác xã,,,,14/3/2023,Đang hoạt động,41,,Xóm 8,0777227289,,Nguyễn Trọng Minh,Giám Đốc,0777227289,0356007642,4031727
"Ủy ban nhân dân Phường 5, Quận 6",,vnz000027890,,2005-04-23 07:00:00,0303747721,VN,14/3/2023,Đang hoạt động,207,,33-33A Minh Phụng,02839694191,,Trương Văn Long,Chủ tịch UBND phường,0901681357,02839694191,7011109
ỦY BAN NHÂN DÂN PHƯỜNG CHÁNH NGHĨA,,vn3700303005,"Đơn vị hành chính, đơn vị sự nghiệp",1999-04-23 00:00:00,3700303005,VN,14/3/2023,Đang hoạt động,14,,"Số 90 đường Bùi Quốc Khánh, khu phố 5",02743829437,,Vương Chí Cường,Chủ tịch UBND phường ,0913758538,02743829437,7110115
CÔNG TY CP TƯ VẤN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI VIỆT SƠN,,vn2802897437,Công ty cổ phần,2020-11-16 07:00:00,2802897437,VN,14/3/2023,Đang hoạt động,56,,108 đường Vệ Đà,0913641318,,ĐÀM VĂN BÌNH ,Giám đốc,0913641318,0913641318,4010133
CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC SMARTEDU,SMARTEDU EDUCATION TECHNOLOGY LIMITED COMPANY,vn0110114708,Công ty trách nhiệm hữu hạn một thành viên,2022-09-12 07:00:00,0110114708,VN,14/3/2023,Đang hoạt động,207,,Số 38 Ngách 31 Ngõ 14 Phố Pháo Đài Láng,0836683123,,DƯƠNG QUỐC BẢO                            ,Giám đốc,0836683123,0836683123,1010905
CÔNG TY TNHH KIẾN TRÚC 586,586 ARCHITECTURE COMPANY LIMITED,vn0901116232,Công ty trách nhiệm hữu hạn hai thành viên trở lên,2022-01-28 07:00:00,0901116232,VN,14/3/2023,Đang hoạt động,31,,Số 69 đường Đinh Điền,0922123996,,NGUYỄN THỊ THỊNH        ,Giám đốc,0922123996,0922123996,1090109
UBND xã Núi Voi,,vn1600731187,"Đơn vị hành chính, đơn vị sự nghiệp",2004-10-05 07:00:00,1600731187,VN,14/3/2023,Đang hoạt động,6,,"tổ 5, ấp Voi I, xã Núi Voi",02963877974,,Nguyễn Văn Thái,Chủ Tịch,02963877974,02963877974,8051301
Trường Mầm non Thống Nhất,,vn0800592997,"Đơn vị hành chính, đơn vị sự nghiệp",2008-06-17 07:00:00,0800592997,VN,14/3/2023,Đang hoạt động,28,,Thôn Trung,0977916048,,Nguyễn Thị Khuyên,Hiệu trưởng,0976297004,0977916048,1071321
ỦY BAN NHÂN DÂN XÃ YÊN NA,,vnz000027765,,,,,14/3/2023,Đang hoạt động,41,,bản Xiêng Nứa,0828687888,,Vi Thanh Tùng,Chủ tịch,0828687888,0828687888,4031531
TRƯỜNG MẦM NON NGHĨA HÒA,,vnz000027905,"Đơn vị hành chính, đơn vị sự nghiệp",2014-03-11 00:00:00,2400444370-067,VN,14/3/2023,Đang hoạt động,8,,Thôn Hạ,0354442578,,Nguyễn Văn Ninh,Hiệu Trưởng,0354442578,0354442578,2211105
Hợp tác xã nông nghiệp Quyết Thắng,,vnz000027904,Hợp tác xã,,,,14/3/2023,Đang hoạt động,41,,Xóm 8,0777227289,,Nguyễn Trọng Minh,Giám Đốc,0777227289,0356007642,4031727
"Ủy ban nhân dân Phường 5, Quận 6",,vnz000027890,,2005-04-23 07:00:00,0303747721,VN,14/3/2023,Đang hoạt động,207,,33-33A Minh Phụng,02839694191,,Trương Văn Long,Chủ tịch UBND phường,0901681357,02839694191,7011109
ỦY BAN NHÂN DÂN PHƯỜNG CHÁNH NGHĨA,,vn3700303005,"Đơn vị hành chính, đơn vị sự nghiệp",1999-04-23 00:00:00,3700303005,VN,14/3/2023,Đang hoạt động,14,,"Số 90 đường Bùi Quốc Khánh, khu phố 5",02743829437,,Vương Chí Cường,Chủ tịch UBND phường ,0913758538,02743829437,7110115
CÔNG TY CP TƯ VẤN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI VIỆT SƠN,,vn2802897437,Công ty cổ phần,2020-11-16 07:00:00,2802897437,VN,14/3/2023,Đang hoạt động,56,,108 đường Vệ Đà,0913641318,,ĐÀM VĂN BÌNH ,Giám đốc,0913641318,0913641318,4010133
CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC SMARTEDU,SMARTEDU EDUCATION TECHNOLOGY LIMITED COMPANY,vn0110114708,Công ty trách nhiệm hữu hạn một thành viên,2022-09-12 07:00:00,0110114708,VN,14/3/2023,Đang hoạt động,207,,Số 38 Ngách 31 Ngõ 14 Phố Pháo Đài Láng,0836683123,,DƯƠNG QUỐC BẢO                            ,Giám đốc,0836683123,0836683123,1010905
CÔNG TY TNHH KIẾN TRÚC 586,586 ARCHITECTURE COMPANY LIMITED,vn0901116232,Công ty trách nhiệm hữu hạn hai thành viên trở lên,2022-01-28 07:00:00,0901116232,VN,14/3/2023,Đang hoạt động,31,,Số 69 đường Đinh Điền,0922123996,,NGUYỄN THỊ THỊNH        ,Giám đốc,0922123996,0922123996,1090109
UBND xã Núi Voi,,vn1600731187,"Đơn vị hành chính, đơn vị sự nghiệp",2004-10-05 07:00:00,1600731187,VN,14/3/2023,Đang hoạt động,6,,"tổ 5, ấp Voi I, xã Núi Voi",02963877974,,Nguyễn Văn Thái,Chủ Tịch,02963877974,02963877974,8051301
Trường Mầm non Thống Nhất,,vn0800592997,"Đơn vị hành chính, đơn vị sự nghiệp",2008-06-17 07:00:00,0800592997,VN,14/3/2023,Đang hoạt động,28,,Thôn Trung,0977916048,,Nguyễn Thị Khuyên,Hiệu trưởng,0976297004,0977916048,1071321
ỦY BAN NHÂN DÂN XÃ YÊN NA,,vnz000027765,,,,,14/3/2023,Đang hoạt động,41,,bản Xiêng Nứa,0828687888,,Vi Thanh Tùng,Chủ tịch,0828687888,0828687888,4031531
Trung tâm Nuôi dưỡng và Điều dưỡng Người có công số 2 Hà Nội,,vn0103998326,"Đơn vị hành chính, đơn vị sự nghiệp",2009-08-17 07:00:00,0103998326,VN,14/3/2023,Đang hoạt động,96,,Thôn Viên ngoại,04233771139,,VŨ VĂN TRUNG,Giám đốc,0985121298,04233771139,1014707
Hội Đông y tỉnh An Giang,,vn1601491957,Loại hình khác,2011-05-20 00:00:00,1601491957,VN,14/3/2023,Đang hoạt động,6,,"số 11, đường Nguyễn Du",02963852550,,Trần Quang Thảo,Chủ tịch,0982056989,02963852550,8050103
Trường Trung học Cơ sở Trần Quốc Toản,,vn0308226056,"Đơn vị hành chính, đơn vị sự nghiệp",2009-04-24 00:00:00,0308226056,VN,14/3/2023,Đang hoạt động,207,,381 Lê Văn Việt,028.38966689,,Trịnh Thị Bích Hằng,Hiệu trưởng,0989351669,028.38966689,7014523
Phòng Nông nghiệp và Phát triển nông thôn huyện Đồng Xuân,,vn4400648427,"Đơn vị hành chính, đơn vị sự nghiệp",2009-05-18 07:00:00,4400648427,VN,14/3/2023,Đang hoạt động,45,,68 Trần Phú,02573872102,,Huỳnh Tuấn Ân,Trưởng Phòng,0989820367,02573872102,5090307
Trường mầm non cao thượng,,vnz000027912,Loại hình khác,2009-07-15 00:00:00,2400473526-066,VN,14/3/2023,Đang hoạt động,92,,Tổ dân phố Bậu,0336223878,,Nguyễn Thị Hoài,Hiệu trưởng,0336223878,0336223878,2210501
TRƯỜNG TRUNG HỌC PHỔ THÔNG LƯU HOÀNG,,vn0104003132,"Đơn vị hành chính, đơn vị sự nghiệp",2009-06-30 07:00:00,0104003132,VN,14/3/2023,Đang hoạt động,92,,Thôn Ngoại Hoàng,02433775115,,Hoàng Chí Sỹ,Hiệu trưởng,0982849936,02433775115,1014717
Ủy ban nhân dân xã Bắc Sơn,,vnz000027908,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,41,,Xóm 3,0974168134,,Lê Đăng Quỳnh,Chủ tịch UBND xã Bắc Sơn,0974168134,0974168134,4032931
CÔNG TY CỔ PHẦN NỘI THẤT F+,F+ FURNITURE JOINT STOCK COMPANY,vn0107470537,Công ty cổ phần,2016-06-10 07:00:00,0107470537,VN,14/3/2023,Đang hoạt động,207,,"Số 47/47, đường Nam Dư",0966336816,https://noithatfplus.com/,PHẠM THỊ HUỆ ,Giám đốc,0966336816,0971703166,1010825
CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG TỔNG HỢP TRƯỜNG THỊNH,,vn6300299399,Công ty trách nhiệm hữu hạn một thành viên,2018-03-19 07:00:00,6300299399,VN,14/3/2023,Đang hoạt động,207,,"Số 96, đường Nguyễn Minh Quang, khu vực 6",01696791066,,TRẦN THANH TÂN ,Giám đốc,01696791066,01696791066,8160703
Tòa án nhân dân huyện Chi Lăng,,vn4900353284,,2009-07-23 00:00:00,4900353284,VN,14/3/2023,Đang hoạt động,203,,"số 94 đường Lê Lợi, khu Thống Nhất II",02053820248,,Trương Thị Hương Giang,Chánh án,02053820050,02053820248,2091701
TRƯỜNG MẦM NON NGHĨA HÒA,,vnz000027905,"Đơn vị hành chính, đơn vị sự nghiệp",2014-03-11 00:00:00,2400444370-067,VN,14/3/2023,Đang hoạt động,8,,Thôn Hạ,0354442578,,Nguyễn Văn Ninh,Hiệu Trưởng,0354442578,0354442578,2211105
Hợp tác xã nông nghiệp Quyết Thắng,,vnz000027904,Hợp tác xã,,,,14/3/2023,Đang hoạt động,41,,Xóm 8,0777227289,,Nguyễn Trọng Minh,Giám Đốc,0777227289,0356007642,4031727
"Ủy ban nhân dân Phường 5, Quận 6",,vnz000027890,,2005-04-23 07:00:00,0303747721,VN,14/3/2023,Đang hoạt động,207,,33-33A Minh Phụng,02839694191,,Trương Văn Long,Chủ tịch UBND phường,0901681357,02839694191,7011109
ỦY BAN NHÂN DÂN PHƯỜNG CHÁNH NGHĨA,,vn3700303005,"Đơn vị hành chính, đơn vị sự nghiệp",1999-04-23 00:00:00,3700303005,VN,14/3/2023,Đang hoạt động,14,,"Số 90 đường Bùi Quốc Khánh, khu phố 5",02743829437,,Vương Chí Cường,Chủ tịch UBND phường ,0913758538,02743829437,7110115
CÔNG TY CP TƯ VẤN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI VIỆT SƠN,,vn2802897437,Công ty cổ phần,2020-11-16 07:00:00,2802897437,VN,14/3/2023,Đang hoạt động,56,,108 đường Vệ Đà,0913641318,,ĐÀM VĂN BÌNH ,Giám đốc,0913641318,0913641318,4010133
CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC SMARTEDU,SMARTEDU EDUCATION TECHNOLOGY LIMITED COMPANY,vn0110114708,Công ty trách nhiệm hữu hạn một thành viên,2022-09-12 07:00:00,0110114708,VN,14/3/2023,Đang hoạt động,207,,Số 38 Ngách 31 Ngõ 14 Phố Pháo Đài Láng,0836683123,,DƯƠNG QUỐC BẢO                            ,Giám đốc,0836683123,0836683123,1010905
CÔNG TY TNHH KIẾN TRÚC 586,586 ARCHITECTURE COMPANY LIMITED,vn0901116232,Công ty trách nhiệm hữu hạn hai thành viên trở lên,2022-01-28 07:00:00,0901116232,VN,14/3/2023,Đang hoạt động,31,,Số 69 đường Đinh Điền,0922123996,,NGUYỄN THỊ THỊNH        ,Giám đốc,0922123996,0922123996,1090109
UBND xã Núi Voi,,vn1600731187,"Đơn vị hành chính, đơn vị sự nghiệp",2004-10-05 07:00:00,1600731187,VN,14/3/2023,Đang hoạt động,6,,"tổ 5, ấp Voi I, xã Núi Voi",02963877974,,Nguyễn Văn Thái,Chủ Tịch,02963877974,02963877974,8051301
Trường Mầm non Thống Nhất,,vn0800592997,"Đơn vị hành chính, đơn vị sự nghiệp",2008-06-17 07:00:00,0800592997,VN,14/3/2023,Đang hoạt động,28,,Thôn Trung,0977916048,,Nguyễn Thị Khuyên,Hiệu trưởng,0976297004,0977916048,1071321
ỦY BAN NHÂN DÂN XÃ YÊN NA,,vnz000027765,,,,,14/3/2023,Đang hoạt động,41,,bản Xiêng Nứa,0828687888,,Vi Thanh Tùng,Chủ tịch,0828687888,0828687888,4031531
Trung tâm Nuôi dưỡng và Điều dưỡng Người có công số 2 Hà Nội,,vn0103998326,"Đơn vị hành chính, đơn vị sự nghiệp",2009-08-17 07:00:00,0103998326,VN,14/3/2023,Đang hoạt động,96,,Thôn Viên ngoại,04233771139,,VŨ VĂN TRUNG,Giám đốc,0985121298,04233771139,1014707
Hội Đông y tỉnh An Giang,,vn1601491957,Loại hình khác,2011-05-20 00:00:00,1601491957,VN,14/3/2023,Đang hoạt động,6,,"số 11, đường Nguyễn Du",02963852550,,Trần Quang Thảo,Chủ tịch,0982056989,02963852550,8050103
Trường Trung học Cơ sở Trần Quốc Toản,,vn0308226056,"Đơn vị hành chính, đơn vị sự nghiệp",2009-04-24 00:00:00,0308226056,VN,14/3/2023,Đang hoạt động,207,,381 Lê Văn Việt,028.38966689,,Trịnh Thị Bích Hằng,Hiệu trưởng,0989351669,028.38966689,7014523
Phòng Nông nghiệp và Phát triển nông thôn huyện Đồng Xuân,,vn4400648427,"Đơn vị hành chính, đơn vị sự nghiệp",2009-05-18 07:00:00,4400648427,VN,14/3/2023,Đang hoạt động,45,,68 Trần Phú,02573872102,,Huỳnh Tuấn Ân,Trưởng Phòng,0989820367,02573872102,5090307
Trường mầm non cao thượng,,vnz000027912,Loại hình khác,2009-07-15 00:00:00,2400473526-066,VN,14/3/2023,Đang hoạt động,92,,Tổ dân phố Bậu,0336223878,,Nguyễn Thị Hoài,Hiệu trưởng,0336223878,0336223878,2210501
TRƯỜNG TRUNG HỌC PHỔ THÔNG LƯU HOÀNG,,vn0104003132,"Đơn vị hành chính, đơn vị sự nghiệp",2009-06-30 07:00:00,0104003132,VN,14/3/2023,Đang hoạt động,92,,Thôn Ngoại Hoàng,02433775115,,Hoàng Chí Sỹ,Hiệu trưởng,0982849936,02433775115,1014717
Ủy ban nhân dân xã Bắc Sơn,,vnz000027908,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,41,,Xóm 3,0974168134,,Lê Đăng Quỳnh,Chủ tịch UBND xã Bắc Sơn,0974168134,0974168134,4032931
CÔNG TY CỔ PHẦN NỘI THẤT F+,F+ FURNITURE JOINT STOCK COMPANY,vn0107470537,Công ty cổ phần,2016-06-10 07:00:00,0107470537,VN,14/3/2023,Đang hoạt động,207,,"Số 47/47, đường Nam Dư",0966336816,https://noithatfplus.com/,PHẠM THỊ HUỆ ,Giám đốc,0966336816,0971703166,1010825
CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG TỔNG HỢP TRƯỜNG THỊNH,,vn6300299399,Công ty trách nhiệm hữu hạn một thành viên,2018-03-19 07:00:00,6300299399,VN,14/3/2023,Đang hoạt động,207,,"Số 96, đường Nguyễn Minh Quang, khu vực 6",01696791066,,TRẦN THANH TÂN ,Giám đốc,01696791066,01696791066,8160703
Tòa án nhân dân huyện Chi Lăng,,vn4900353284,,2009-07-23 00:00:00,4900353284,VN,14/3/2023,Đang hoạt động,203,,"số 94 đường Lê Lợi, khu Thống Nhất II",02053820248,,Trương Thị Hương Giang,Chánh án,02053820050,02053820248,2091701
CÔNG TY TNHH MTV PHÚC THỊNH HÀ NAM,PHUC THINH HA NAM ONE-MEMBER LIMITED LIABILITY COMPANY,vn0700869557,Công ty trách nhiệm hữu hạn một thành viên,2023-02-21 07:00:00,0700869557,VN,14/3/2023,Đang hoạt động,26,,"SN 8, ngõ 2, đường Mạc Đĩnh Chi",0326046928,,VŨ THỊ THANH HƯƠNG ,Giám đốc,0326046928,0326046928,1110103
Ủy ban nhân dân xã Đức Sơn,,vn2900570253,"Đơn vị hành chính, đơn vị sự nghiệp",2003-10-30 14:29:26,2900570253,VN,14/3/2023,Đang hoạt động,41,,thôn 6,0971613879,,Nguyễn Văn Thuận,Chủ tịch UBND xã,0971613879,0971613879,4032725
VĂN PHÒNG HĐND VÀ UBND THỊ XÃ HOÀI NHƠN,,vnz000027913,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,13,,Số 06 đường 28/3,0359140338,,Trần Đinh,Chánh văn phòng,0914453187,0359140338,5070513
Ủy ban nhân dân xã Nghi Kiều,,vnz000027919,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,41,,Trụ sở UBND,02383,,Nguyễn Đức Kiên,Chủ tịch UBND,02383,02383,4033335
Trạm Khuyến nông quận Bình Thủy,,vnz000027893,Loại hình khác,,,,14/3/2023,Đang hoạt động,3,,KDC Ngân Thuận,02923887497,,Võ Thanh Hoàng,Trưởng trạm,0909998252,02923887497,8152103
UBND HUYỆN CẦU NGANG,,vnz000027911,,,,,14/3/2023,Đang hoạt động,59,,"Đường 3 Tháng 2, khóm Minh Thuận A",02943825017,,Nguyễn Văn Ngà,Chủ tịch,0918378554,0392332008,8171111
Phòng Dân tộc,,vnz000027925,"Đơn vị hành chính, đơn vị sự nghiệp",,,,14/3/2023,Đang hoạt động,41,,khối Tân Hồng,0989297789,,Trương Thị Vân Anh,Trưởng Phòng,0987181179,0989297789,4031367
CÔNG TY TNHH QUẢN LÝ ĐẦU TƯ VÀ TƯ VẤN KỸ THUẬT VIỆT NAM,VIETNAM INVESTMENT MANAGEMENT AND TECHNICAL CONSULTING COMPANY LIMITED,vn0110274701,Công ty trách nhiệm hữu hạn hai thành viên trở lên,2023-03-06 07:00:00,0110274701,VN,14/3/2023,Đang hoạt động,207,,Số 12A ngõ 2 Đường Liên Xã Thôn Hữu Lê,0784558386,,TRẦN TRUNG KIÊN ,Giám đốc,0784558386,0784558386,1012307
Xí nghiệp Tư vấn thiết kế II - Công ty Cổ phần Tư vấn Đầu tư và Xây dựng, ,vn3213000758,Công ty cổ phần,2005-09-13 07:00:00,0400349194-010,VN,14/3/2023,Đang hoạt động,5,,517 Trần Cao Vân,02363811861,,Phạm Thụy Anh, Giám đốc,0942017636,02363811861,5010301
BCHQS Tỉnh Bắc Giang - Ban chỉ huy quân sự huyện Lạng Giang,,vnz000027865,Loại hình khác,,,,14/3/2023,Đang hoạt động,100,9048574,Thôn Đầu Cầu,0978577800,,Hoàng Xuân Tuyến,Chỉ huy trưởng,0978577800,0978577800,2211121
TRƯỜNG MẦM NON NGHĨA HÒA,,vnz000027905,"Đơn vị hành chính, đơn vị sự nghiệp",2014-03-11 00:00:00,2400444370-067,VN,14/3/2023,Đang hoạt động,8,,Thôn Hạ,0354442578,,Nguyễn Văn Ninh,Hiệu Trưởng,0354442578,0354442578,2211105
Hợp tác xã nông nghiệp Quyết Thắng,,vnz000027904,Hợp tác xã,,,,14/3/2023,Đang hoạt động,41,,Xóm 8,0777227289,,Nguyễn Trọng Minh,Giám Đốc,0777227289,0356007642,4031727
"Ủy ban nhân dân Phường 5, Quận 6",,vnz000027890,,2005-04-23 07:00:00,0303747721,VN,14/3/2023,Đang hoạt động,207,,33-33A Minh Phụng,02839694191,,Trương Văn Long,Chủ tịch UBND phường,0901681357,02839694191,7011109
TRƯỜNG MẦM NON NGHĨA HÒA,,vnz000027905,"Đơn vị hành chính, đơn vị sự nghiệp",2014-03-11 00:00:00,2400444370-067,VN,14/3/2023,Đang hoạt động,8,,Thôn Hạ,0354442578,,Nguyễn Văn Ninh,Hiệu Trưởng,0354442578,0354442578,2211105
Hợp tác xã nông nghiệp Quyết Thắng,,vnz000027904,Hợp tác xã,,,,14/3/2023,Đang hoạt động,41,,Xóm 8,0777227289,,Nguyễn Trọng Minh,Giám Đốc,0777227289,0356007642,4031727
"Ủy ban nhân dân Phường 5, Quận 6",,vnz000027890,,2005-04-23 07:00:00,0303747721,VN,14/3/2023,Đang hoạt động,207,,33-33A Minh Phụng,02839694191,,Trương Văn Long,Chủ tịch UBND phường,0901681357,02839694191,7011109
ỦY BAN NHÂN DÂN PHƯỜNG CHÁNH NGHĨA,,vn3700303005,"Đơn vị hành chính, đơn vị sự nghiệp",1999-04-23 00:00:00,3700303005,VN,14/3/2023,Đang hoạt động,14,,"Số 90 đường Bùi Quốc Khánh, khu phố 5",02743829437,,Vương Chí Cường,Chủ tịch UBND phường ,0913758538,02743829437,7110115
CÔNG TY CP TƯ VẤN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI VIỆT SƠN,,vn2802897437,Công ty cổ phần,2020-11-16 07:00:00,2802897437,VN,14/3/2023,Đang hoạt động,56,,108 đường Vệ Đà,0913641318,,ĐÀM VĂN BÌNH ,Giám đốc,0913641318,0913641318,4010133
CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC SMARTEDU,SMARTEDU EDUCATION TECHNOLOGY LIMITED COMPANY,vn0110114708,Công ty trách nhiệm hữu hạn một thành viên,2022-09-12 07:00:00,0110114708,VN,14/3/2023,Đang hoạt động,207,,Số 38 Ngách 31 Ngõ 14 Phố Pháo Đài Láng,0836683123,,DƯƠNG QUỐC BẢO                            ,Giám đốc,0836683123,0836683123,1010905
CÔNG TY TNHH KIẾN TRÚC 586,586 ARCHITECTURE COMPANY LIMITED,vn0901116232,Công ty trách nhiệm hữu hạn hai thành viên trở lên,2022-01-28 07:00:00,0901116232,VN,14/3/2023,Đang hoạt động,31,,Số 69 đường Đinh Điền,0922123996,,NGUYỄN THỊ THỊNH        ,Giám đốc,0922123996,0922123996,1090109
UBND xã Núi Voi,,vn1600731187,"Đơn vị hành chính, đơn vị sự nghiệp",2004-10-05 07:00:00,1600731187,VN,14/3/2023,Đang hoạt động,6,,"tổ 5, ấp Voi I, xã Núi Voi",02963877974,,Nguyễn Văn Thái,Chủ Tịch,02963877974,02963877974,8051301
Trường Mầm non Thống Nhất,,vn0800592997,"Đơn vị hành chính, đơn vị sự nghiệp",2008-06-17 07:00:00,0800592997,VN,14/3/2023,Đang hoạt động,28,,Thôn Trung,0977916048,,Nguyễn Thị Khuyên,Hiệu trưởng,0976297004,0977916048,1071321
ỦY BAN NHÂN DÂN XÃ YÊN NA,,vnz000027765,,,,,14/3/2023,Đang hoạt động,41,,bản Xiêng Nứa,0828687888,,Vi Thanh Tùng,Chủ tịch,0828687888,0828687888,4031531
TRƯỜNG MẦM NON NGHĨA HÒA,,vnz000027905,"Đơn vị hành chính, đơn vị sự nghiệp",2014-03-11 00:00:00,2400444370-067,VN,14/3/2023,Đang hoạt động,8,,Thôn Hạ,0354442578,,Nguyễn Văn Ninh,Hiệu Trưởng,0354442578,0354442578,2211105
Hợp tác xã nông nghiệp Quyết Thắng,,vnz000027904,Hợp tác xã,,,,14/3/2023,Đang hoạt động,41,,Xóm 8,0777227289,,Nguyễn Trọng Minh,Giám Đốc,0777227289,0356007642,4031727
"Ủy ban nhân dân Phường 5, Quận 6",,vnz000027890,,2005-04-23 07:00:00,0303747721,VN,14/3/2023,Đang hoạt động,207,,33-33A Minh Phụng,02839694191,,Trương Văn Long,Chủ tịch UBND phường,0901681357,02839694191,7011109
ỦY BAN NHÂN DÂN PHƯỜNG CHÁNH NGHĨA,,vn3700303005,"Đơn vị hành chính, đơn vị sự nghiệp",1999-04-23 00:00:00,3700303005,VN,14/3/2023,Đang hoạt động,14,,"Số 90 đường Bùi Quốc Khánh, khu phố 5",02743829437,,Vương Chí Cường,Chủ tịch UBND phường ,0913758538,02743829437,7110115
